CATEGORY*,START*,STOP*,MILES*,PURPOSE*,START_DATE,START_TIME,END_DATE,END_TIME,Weekday,Duration
Business,Washington Avenue,Midtown,6.2,Meeting,2016-03-20,11:42:00,2016-03-20,11:56:00,6,14.0
Business,Midtown,Sharpstown,10.4,Meeting,2016-03-20,17:08:00,2016-03-20,17:34:00,6,26.0
Personal,Sharpstown,Briar Meadow,1.2,Meeting,2016-03-20,18:34:00,2016-03-20,18:40:00,6,6.0
Business,Briar Meadow,Midtown,9.6,Customer Visit,2016-03-20,18:45:00,2016-03-20,19:06:00,6,21.0
Personal,Midtown,Downtown,1.0,Meeting,2016-03-21,10:21:00,2016-03-21,10:26:00,0,5.0
Business,Downtown,Midtown,0.9,Meal/Entertain,2016-03-21,16:05:00,2016-03-21,16:13:00,0,8.0
Business,Midtown,Sharpstown,8.8,Meeting,2016-03-21,18:59:00,2016-03-21,19:15:00,0,16.0
Business,Sharpstown,Midtown,25.6,Meal/Entertain,2016-03-21,20:18:00,2016-03-21,20:55:00,0,37.0
Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,2016-03-22,06:17:00,2016-03-22,06:43:00,1,26.0
Personal,Morrisville,Cary,8.1,Meeting,2016-03-22,12:06:00,2016-03-22,12:24:00,1,18.0
Personal,Whitebridge,Whitebridge,1.4,Meeting,2016-03-22,19:12:00,2016-03-22,19:25:00,1,13.0
Personal,Whitebridge,Preston,1.7,Meeting,2016-03-23,14:37:00,2016-03-23,14:42:00,2,5.0
Personal,Preston,Whitebridge,1.6,Meeting,2016-03-23,14:53:00,2016-03-23,14:59:00,2,6.0
Personal,Whitebridge,Westpark Place,2.0,Meeting,2016-03-24,19:47:00,2016-03-24,19:54:00,3,7.0
Business,Westpark Place,Whitebridge,2.2,Meeting,2016-03-24,20:34:00,2016-03-24,20:40:00,3,6.0
Business,Cary,Latta,144.0,Customer Visit,2016-03-25,13:24:00,2016-03-25,16:22:00,4,178.0
Business,Latta,Jacksonville,310.3,Customer Visit,2016-03-25,16:52:00,2016-03-25,22:22:00,4,330.0
Business,Jacksonville,Kissimmee,201.0,Meeting,2016-03-25,22:54:00,2016-03-26,01:39:00,4,165.0
Personal,Couples Glen,Isles of Buena Vista,6.7,Meeting,2016-03-26,14:05:00,2016-03-26,14:29:00,5,24.0
Personal,Kissimmee,Orlando,8.8,Meeting,2016-03-26,15:19:00,2016-03-26,15:49:00,5,30.0
Personal,Lake Reams,Lake Reams,1.2,Meeting,2016-03-26,16:26:00,2016-03-26,16:30:00,5,4.0
Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,2016-03-27,00:31:00,2016-03-27,00:40:00,6,9.0
Business,Orlando,Kissimmee,6.6,Meal/Entertain,2016-03-27,01:11:00,2016-03-27,01:23:00,6,12.0
Business,Kissimmee,Orlando,6.1,Customer Visit,2016-03-27,15:31:00,2016-03-27,15:56:00,6,25.0
Personal,Orlando,Orlando,6.9,Meeting,2016-03-27,21:26:00,2016-03-27,21:41:00,6,15.0
Personal,Orlando,Kissimmee,7.3,Meeting,2016-03-27,23:04:00,2016-03-27,23:18:00,6,14.0
Personal,Kissimmee,Orlando,3.6,Meeting,2016-03-28,12:29:00,2016-03-28,12:42:00,0,13.0
Personal,Couples Glen,Vista East,27.2,Meeting,2016-03-28,19:30:00,2016-03-28,20:23:00,0,53.0
Personal,Orlando,Kissimmee,25.7,Meeting,2016-03-28,22:55:00,2016-03-28,23:26:00,0,31.0
Personal,Kissimmee,Orlando,13.6,Meeting,2016-03-29,15:27:00,2016-03-29,16:11:00,1,44.0
Personal,Sand Lake Commons,Sky Lake,6.2,Meeting,2016-03-29,18:20:00,2016-03-29,18:39:00,1,19.0
Personal,Sky Lake,Sand Lake Commons,6.0,Meeting,2016-03-29,20:29:00,2016-03-29,20:44:00,1,15.0
Personal,Orlando,Kissimmee,13.8,Meeting,2016-03-29,23:04:00,2016-03-29,23:21:00,1,17.0
Business,Orlando,Kissimmee,28.8,Meal/Entertain,2016-03-30,22:05:00,2016-03-30,22:55:00,2,50.0
Business,Kissimmee,Orlando,16.1,Temporary Site,2016-03-31,12:47:00,2016-03-31,13:22:00,3,35.0
Business,Orlando,Kissimmee,16.4,Meal/Entertain,2016-03-31,14:37:00,2016-03-31,15:09:00,3,32.0
Business,Kissimmee,Kissimmee,11.0,Meeting,2016-04-01,13:43:00,2016-04-01,14:01:00,4,18.0
Business,Kissimmee,Orlando,15.5,Customer Visit,2016-04-01,14:36:00,2016-04-01,15:24:00,4,48.0
Business,Orlando,Kissimmee,20.3,Meeting,2016-04-01,16:01:00,2016-04-01,16:49:00,4,48.0
Personal,Kissimmee,Kissimmee,0.7,Meeting,2016-04-01,16:52:00,2016-04-01,16:57:00,4,5.0
Personal,Kissimmee,Kissimmee,5.5,Meeting,2016-04-02,08:48:00,2016-04-02,09:04:00,5,16.0
Personal,Kissimmee,Kissimmee,5.1,Meeting,2016-04-02,11:01:00,2016-04-02,11:16:00,5,15.0
Business,Kissimmee,Daytona Beach,77.3,Customer Visit,2016-04-02,12:21:00,2016-04-02,14:47:00,5,146.0
Business,Daytona Beach,Jacksonville,80.5,Customer Visit,2016-04-02,16:57:00,2016-04-02,18:09:00,5,72.0
Business,Jacksonville,Ridgeland,174.2,Customer Visit,2016-04-02,19:38:00,2016-04-02,22:36:00,5,178.0
Business,Ridgeland,Florence,144.0,Meeting,2016-04-02,23:11:00,2016-04-03,01:34:00,5,143.0
Business,Florence,Cary,159.3,Meeting,2016-04-03,02:00:00,2016-04-03,04:16:00,6,136.0
Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,2016-04-05,21:39:00,2016-04-05,21:55:00,1,16.0
Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016-04-06,00:19:00,2016-04-06,00:39:00,2,20.0
Business,Cary,Morrisville,6.1,Meal/Entertain,2016-04-07,18:20:00,2016-04-07,18:39:00,3,19.0
Business,Morrisville,Cary,6.1,Errand/Supplies,2016-04-07,19:45:00,2016-04-07,20:00:00,3,15.0
Business,Cary,Durham,10.5,Meeting,2016-04-08,12:30:00,2016-04-08,12:48:00,4,18.0
Business,Durham,Cary,8.7,Meal/Entertain,2016-04-08,13:34:00,2016-04-08,13:51:00,4,17.0
Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,2016-04-08,13:55:00,2016-04-08,14:03:00,4,8.0
Business,Cary,Raleigh,19.1,Meeting,2016-04-08,14:43:00,2016-04-08,15:20:00,4,37.0
Business,Raleigh,Cary,18.6,Meeting,2016-04-08,16:05:00,2016-04-08,16:47:00,4,42.0
Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016-04-12,09:15:00,2016-04-12,09:26:00,1,11.0
Business,Cary,Raleigh,8.9,Meeting,2016-04-12,09:34:00,2016-04-12,09:53:00,1,19.0
Business,Meredith,Cedar Hill,7.5,Customer Visit,2016-04-12,10:58:00,2016-04-12,11:18:00,1,20.0
Business,Raleigh,Morrisville,15.9,Meeting,2016-04-12,12:22:00,2016-04-12,12:44:00,1,22.0
Business,Morrisville,Cary,6.5,Meal/Entertain,2016-04-12,13:42:00,2016-04-12,14:01:00,1,19.0
Business,Cary,Holly Springs,15.3,Temporary Site,2016-04-14,07:29:00,2016-04-14,08:09:00,3,40.0
Business,Holly Springs,Cary,13.7,Temporary Site,2016-04-14,16:00:00,2016-04-14,16:43:00,3,43.0
Business,Cary,Raleigh,11.9,Temporary Site,2016-04-15,11:36:00,2016-04-15,12:07:00,4,31.0
Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,2016-04-15,12:29:00,2016-04-15,12:32:00,4,3.0
Business,Raleigh,Cary,15.2,Meeting,2016-04-15,14:31:00,2016-04-15,15:01:00,4,30.0
Business,Cary,Morrisville,6.0,Errand/Supplies,2016-04-16,12:59:00,2016-04-16,13:17:00,5,18.0
Business,Morrisville,Cary,6.1,Meal/Entertain,2016-04-16,15:10:00,2016-04-16,15:26:00,5,16.0
Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,2016-04-19,17:44:00,2016-04-19,18:08:00,1,24.0
Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016-04-19,19:57:00,2016-04-19,20:19:00,1,22.0
Business,Cary,Raleigh,13.6,Meeting,2016-04-22,08:25:00,2016-04-22,09:04:00,4,39.0
Business,Raleigh,Cary,22.5,Meeting,2016-04-22,10:10:00,2016-04-22,10:40:00,4,30.0
Business,Cary,Durham,10.4,Meeting,2016-04-22,12:08:00,2016-04-22,12:28:00,4,20.0
Business,Durham,Cary,10.0,Meeting,2016-04-22,13:02:00,2016-04-22,13:26:00,4,24.0
Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,2016-04-23,17:03:00,2016-04-23,17:16:00,5,13.0
Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,2016-04-23,18:49:00,2016-04-23,19:05:00,5,16.0
Business,Cary,Morrisville,3.1,Errand/Supplies,2016-04-24,19:07:00,2016-04-24,19:16:00,6,9.0
Business,Chessington,Chessington,1.9,Errand/Supplies,2016-04-24,19:46:00,2016-04-24,19:52:00,6,6.0
Business,Morrisville,Cary,4.2,Between Offices,2016-04-24,21:41:00,2016-04-24,21:50:00,6,9.0
Business,Whitebridge,Burtrose,4.9,Between Offices,2016-04-27,13:30:00,2016-04-27,13:40:00,2,10.0
Business,Burtrose,Whitebridge,4.8,Between Offices,2016-04-27,14:13:00,2016-04-27,14:25:00,2,12.0
Business,Cary,Raleigh,12.4,Customer Visit,2016-04-28,12:09:00,2016-04-28,12:34:00,3,25.0
Business,Raleigh,Cary,32.8,Customer Visit,2016-04-28,13:30:00,2016-04-28,13:49:00,3,19.0
Business,Morrisville,Cary,5.5,Customer Visit,2016-04-28,22:10:00,2016-04-28,22:28:00,3,18.0
Business,Cary,Durham,9.9,Meeting,2016-04-29,11:44:00,2016-04-29,12:01:00,4,17.0
Business,Durham,Cary,10.0,Meeting,2016-04-29,13:13:00,2016-04-29,13:34:00,4,21.0
Business,Cary,Durham,14.2,Customer Visit,2016-04-29,18:46:00,2016-04-29,19:18:00,4,32.0
Business,Durham,Cary,18.2,Meeting,2016-04-29,22:44:00,2016-04-29,23:19:00,4,35.0
Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,2016-04-30,18:42:00,2016-04-30,18:57:00,5,15.0
Business,Waverly Place,Whitebridge,6.8,Meeting,2016-04-30,22:16:00,2016-04-30,22:34:00,5,18.0
Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,2016-05-01,13:45:00,2016-05-01,13:53:00,6,8.0
Business,Westpark Place,Whitebridge,2.3,Meeting,2016-05-01,14:26:00,2016-05-01,14:31:00,6,5.0
Business,Whitebridge,Tanglewood,6.2,Between Offices,2016-05-01,17:33:00,2016-05-01,17:45:00,6,12.0
Business,Tanglewood,Parkway,7.5,Meeting,2016-05-01,17:54:00,2016-05-01,18:10:00,6,16.0
Business,Parkway,Whitebridge,3.1,Errand/Supplies,2016-05-01,22:38:00,2016-05-01,22:49:00,6,11.0
Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,2016-05-02,14:14:00,2016-05-02,14:21:00,0,7.0
Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,2016-05-02,15:37:00,2016-05-02,15:48:00,0,11.0
Business,Morrisville,Cary,2.5,Meal/Entertain,2016-05-03,22:20:00,2016-05-03,22:28:00,1,8.0
Business,Cary,Morrisville,8.7,Meal/Entertain,2016-05-04,15:16:00,2016-05-04,15:37:00,2,21.0
Business,Mcvan,Capitol One,14.5,Errand/Supplies,2016-05-04,20:55:00,2016-05-04,21:14:00,2,19.0
Business,Capitol One,University District,4.5,Meal/Entertain,2016-05-04,21:30:00,2016-05-04,21:36:00,2,6.0
Business,University District,Capitol One,5.0,Meal/Entertain,2016-05-04,22:19:00,2016-05-04,22:27:00,2,8.0
Business,Seattle,Redmond,14.2,Meal/Entertain,2016-05-05,21:24:00,2016-05-05,21:36:00,3,12.0
Business,Redmond,Bellevue,2.9,Errand/Supplies,2016-05-05,22:34:00,2016-05-05,22:40:00,3,6.0
Business,Bellevue,Seattle,12.9,Meeting,2016-05-05,23:55:00,2016-05-06,00:08:00,3,13.0
Business,Capitol One,Mcvan,14.4,Meeting,2016-05-06,05:47:00,2016-05-06,06:02:00,4,15.0
Business,Chapel Hill,Morrisville,17.0,Meeting,2016-05-06,16:45:00,2016-05-06,16:59:00,4,14.0
Business,Morrisville,Cary,7.9,Customer Visit,2016-05-06,17:18:00,2016-05-06,17:44:00,4,26.0
Business,Cary,Morrisville,8.4,Customer Visit,2016-05-09,06:08:00,2016-05-09,06:25:00,0,17.0
Business,San Francisco,Palo Alto,20.5,Between Offices,2016-05-09,14:39:00,2016-05-09,15:06:00,0,27.0
Business,Palo Alto,Sunnyvale,9.8,Customer Visit,2016-05-09,17:58:00,2016-05-09,18:26:00,0,28.0
Business,Sunnyvale,Newark,17.6,Customer Visit,2016-05-09,19:35:00,2016-05-09,19:59:00,0,24.0
Business,Newark,Menlo Park,9.3,Customer Visit,2016-05-10,09:03:00,2016-05-10,09:20:00,1,17.0
Business,Menlo Park,Newark,7.9,Customer Visit,2016-05-10,17:19:00,2016-05-10,17:31:00,1,12.0
Business,Newark,San Francisco,25.6,Meeting,2016-05-11,08:35:00,2016-05-11,09:12:00,2,37.0
Business,Morrisville,Cary,8.1,Meeting,2016-05-11,21:47:00,2016-05-11,22:04:00,2,17.0
Business,Cary,Morrisville,3.1,Meal/Entertain,2016-05-14,18:35:00,2016-05-14,18:39:00,5,4.0
Business,Morrisville,Cary,3.1,Meal/Entertain,2016-05-14,23:01:00,2016-05-14,23:05:00,5,4.0
Business,Whitebridge,Preston,2.8,Errand/Supplies,2016-05-17,13:15:00,2016-05-17,13:23:00,1,8.0
Business,Preston,Westpark Place,2.7,Errand/Supplies,2016-05-17,13:56:00,2016-05-17,14:08:00,1,12.0
Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,2016-05-17,14:34:00,2016-05-17,14:40:00,1,6.0
Business,Cary,Morrisville,8.4,Customer Visit,2016-05-18,09:11:00,2016-05-18,09:41:00,2,30.0
Business,Morrisville,Raleigh,7.6,Customer Visit,2016-05-18,13:00:00,2016-05-18,13:02:00,2,2.0
Business,Old City,Parkway Museums,2.9,Meal/Entertain,2016-05-19,14:37:00,2016-05-19,15:01:00,3,24.0
Business,Old City,Hog Island,11.2,Meeting,2016-05-20,10:56:00,2016-05-20,11:07:00,4,11.0
Business,Morrisville,Cary,8.2,Meal/Entertain,2016-05-20,15:43:00,2016-05-20,16:12:00,4,29.0
Business,Cary,Morrisville,3.0,Meal/Entertain,2016-05-22,15:39:00,2016-05-22,15:46:00,6,7.0
Business,Morrisville,Cary,2.5,Meal/Entertain,2016-05-22,18:46:00,2016-05-22,18:53:00,6,7.0
Business,Whitebridge,Savon Height,3.6,Meal/Entertain,2016-05-23,20:19:00,2016-05-23,20:27:00,0,8.0
Business,Savon Height,Whitebridge,3.6,Errand/Supplies,2016-05-23,21:09:00,2016-05-23,21:21:00,0,12.0
Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,2016-05-27,20:26:00,2016-05-27,20:30:00,4,4.0
Business,Savon Height,Kilarney Woods,1.2,Meeting,2016-05-27,20:47:00,2016-05-27,20:53:00,4,6.0
Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,2016-05-27,22:11:00,2016-05-27,22:14:00,4,3.0
Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,2016-05-28,00:15:00,2016-05-28,00:21:00,5,6.0
Business,Cary,Morrisville,6.1,Meal/Entertain,2016-05-28,12:52:00,2016-05-28,13:06:00,5,14.0
Business,Morrisville,Cary,11.3,Customer Visit,2016-05-28,14:35:00,2016-05-28,15:04:00,5,29.0
Business,Cary,Raleigh,14.9,Meeting,2016-05-31,13:54:00,2016-05-31,14:41:00,1,47.0
Business,Raleigh,Cary,14.0,Meeting,2016-05-31,16:02:00,2016-05-31,16:39:00,1,37.0
Business,Westpark Place,Whitebridge,1.8,Meeting,2016-05-31,17:50:00,2016-05-31,17:59:00,1,9.0
Business,Cary,Morrisville,6.7,Customer Visit,2016-06-01,10:19:00,2016-06-01,10:47:00,2,28.0
Business,Morrisville,Cary,9.6,Meeting,2016-06-01,13:10:00,2016-06-01,13:39:00,2,29.0
Business,Cary,Durham,10.4,Meeting,2016-06-03,11:29:00,2016-06-03,11:49:00,4,20.0
Business,Durham,Cary,9.9,Meeting,2016-06-03,13:08:00,2016-06-03,13:38:00,4,30.0
Business,Cary,Morrisville,6.0,Meal/Entertain,2016-06-03,15:31:00,2016-06-03,15:54:00,4,23.0
Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,2016-06-03,18:14:00,2016-06-03,18:29:00,4,15.0
Business,Morrisville,Cary,3.1,Errand/Supplies,2016-06-03,18:41:00,2016-06-03,18:53:00,4,12.0
Business,Huntington Woods,Weston,1.7,Errand/Supplies,2016-06-03,19:36:00,2016-06-03,19:42:00,4,6.0
Business,Morrisville,Cary,4.0,Between Offices,2016-06-03,22:47:00,2016-06-03,23:06:00,4,19.0
Business,Whitebridge,Savon Height,7.8,Customer Visit,2016-06-05,14:03:00,2016-06-05,14:33:00,6,30.0
Business,Cary,Morrisville,7.8,Customer Visit,2016-06-05,15:06:00,2016-06-05,15:22:00,6,16.0
Business,Weston,Weston,3.8,Meal/Entertain,2016-06-05,15:57:00,2016-06-05,16:08:00,6,11.0
Business,Morrisville,Cary,2.5,Meal/Entertain,2016-06-05,18:05:00,2016-06-05,18:14:00,6,9.0
Business,Cary,Durham,9.9,Meeting,2016-06-05,21:53:00,2016-06-05,22:05:00,6,12.0
Business,Durham,Cary,9.9,Meeting,2016-06-05,23:52:00,2016-06-06,00:08:00,6,16.0
Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,2016-06-06,15:36:00,2016-06-06,15:45:00,0,9.0
Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,2016-06-06,16:16:00,2016-06-06,16:24:00,0,8.0
Business,Cary,Apex,5.7,Meal/Entertain,2016-06-06,20:06:00,2016-06-06,20:20:00,0,14.0
Business,Apex,Cary,7.2,Meal/Entertain,2016-06-06,21:08:00,2016-06-06,21:37:00,0,29.0
Business,Cary,Durham,10.4,Meeting,2016-06-06,21:41:00,2016-06-06,22:00:00,0,19.0
Business,Durham,Cary,9.9,Meeting,2016-06-06,23:34:00,2016-06-06,23:48:00,0,14.0
Business,Cary,Durham,10.4,Meeting,2016-06-07,21:42:00,2016-06-07,22:00:00,1,18.0
Business,Durham,Cary,9.9,Meeting,2016-06-07,23:41:00,2016-06-08,00:04:00,1,23.0
Business,Cary,Morrisville,8.7,Meal/Entertain,2016-06-08,08:23:00,2016-06-08,08:53:00,2,30.0
Business,Jamaica,New York,22.3,Errand/Supplies,2016-06-08,12:04:00,2016-06-08,13:01:00,2,57.0
Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,2016-06-08,13:12:00,2016-06-08,13:29:00,2,17.0
Business,Medical Centre,Tudor City,0.7,Errand/Supplies,2016-06-08,14:31:00,2016-06-08,14:37:00,2,6.0
Business,Rose Hill,Soho,2.5,Meal/Entertain,2016-06-08,16:55:00,2016-06-08,17:11:00,2,16.0
Business,Soho,Tribeca,0.5,Errand/Supplies,2016-06-08,17:16:00,2016-06-08,17:18:00,2,2.0
Business,Tribeca,Financial District,0.9,Errand/Supplies,2016-06-08,17:59:00,2016-06-08,18:05:00,2,6.0
Business,Financial District,Kips Bay,4.8,Errand/Supplies,2016-06-08,20:11:00,2016-06-08,20:25:00,2,14.0
Business,New York,Jamaica,16.3,Meeting,2016-06-10,15:19:00,2016-06-10,16:28:00,4,69.0
Business,Cary,Durham,10.4,Meeting,2016-06-10,21:47:00,2016-06-10,22:04:00,4,17.0
Business,Durham,Cary,9.9,Meeting,2016-06-10,23:53:00,2016-06-11,00:01:00,4,8.0
Business,Cary,Morrisville,3.7,Errand/Supplies,2016-06-11,17:08:00,2016-06-11,17:16:00,5,8.0
Business,Morrisville,Cary,4.6,Meal/Entertain,2016-06-11,17:34:00,2016-06-11,17:39:00,5,5.0
Business,Westpark Place,Whitebridge,1.7,Meeting,2016-06-11,17:50:00,2016-06-11,17:56:00,5,6.0
Business,Cary,Durham,10.4,Meeting,2016-06-11,21:45:00,2016-06-11,22:04:00,5,19.0
Business,Durham,Cary,9.9,Meeting,2016-06-11,23:39:00,2016-06-12,00:05:00,5,26.0
Business,Cary,Morrisville,2.5,Meal/Entertain,2016-06-12,19:53:00,2016-06-12,19:56:00,6,3.0
Business,Morrisville,Cary,4.3,Errand/Supplies,2016-06-12,20:05:00,2016-06-12,20:16:00,6,11.0
Business,Parkway,Whitebridge,2.8,Errand/Supplies,2016-06-12,21:58:00,2016-06-12,22:19:00,6,21.0
Business,Cary,Morrisville,8.4,Meal/Entertain,2016-06-13,05:23:00,2016-06-13,05:42:00,0,19.0
Business,Oakland,Emeryville,13.2,Meeting,2016-06-13,14:17:00,2016-06-13,14:46:00,0,29.0
Business,Emeryville,Berkeley,3.9,Meal/Entertain,2016-06-13,18:08:00,2016-06-13,18:47:00,0,39.0
Business,Berkeley,Oakland,5.1,Meal/Entertain,2016-06-13,18:54:00,2016-06-13,19:23:00,0,29.0
Business,Oakland,Unknown Location,5.2,Customer Visit,2016-06-13,20:00:00,2016-06-13,20:05:00,0,5.0
Business,Emeryville,San Francisco,9.8,Meeting,2016-06-14,12:03:00,2016-06-14,12:21:00,1,18.0
Business,San Francisco,Emeryville,11.6,Meeting,2016-06-14,16:09:00,2016-06-14,16:39:00,1,30.0
Business,Emeryville,Oakland,5.1,Meeting,2016-06-14,17:15:00,2016-06-14,17:24:00,1,9.0
Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,2016-06-14,17:27:00,2016-06-14,17:57:00,1,30.0
Business,Kenner,New Orleans,12.4,Between Offices,2016-06-15,01:46:00,2016-06-15,02:06:00,2,20.0
Business,CBD,Lower Garden District,1.9,Between Offices,2016-06-15,15:26:00,2016-06-15,15:34:00,2,8.0
Business,Lower Garden District,Lakeview,6.4,Customer Visit,2016-06-15,16:37:00,2016-06-15,17:02:00,2,25.0
Personal,Lakeview,Storyville,5.5,Meeting,2016-06-15,17:29:00,2016-06-15,17:49:00,2,20.0
Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,2016-06-15,19:52:00,2016-06-15,19:58:00,2,6.0
Business,New Orleans,Metairie,14.5,Meeting,2016-06-16,13:36:00,2016-06-16,14:30:00,3,54.0
Business,Metairie,Kenner,2.7,Meeting,2016-06-16,14:42:00,2016-06-16,14:46:00,3,4.0
Business,Kenner,New Orleans,15.0,Meeting,2016-06-16,15:17:00,2016-06-16,15:41:00,3,24.0
Business,New Orleans,Kenner,12.9,Meeting,2016-06-16,19:39:00,2016-06-16,19:56:00,3,17.0
Business,Kenner,New Orleans,13.6,Meeting,2016-06-16,21:43:00,2016-06-16,21:56:00,3,13.0
Business,New Orleans,Kenner,12.2,Meeting,2016-06-17,16:11:00,2016-06-17,16:44:00,4,33.0
Business,Morrisville,Cary,8.7,Meeting,2016-06-18,00:29:00,2016-06-18,00:51:00,5,22.0
Business,Cary,Raleigh,6.0,Meeting,2016-06-19,02:39:00,2016-06-19,02:50:00,6,11.0
Business,Raleigh,Cary,5.9,Meeting,2016-06-19,05:51:00,2016-06-19,06:00:00,6,9.0
Business,Cary,Raleigh,19.3,Meeting,2016-06-21,15:39:00,2016-06-21,16:08:00,1,29.0
Business,Raleigh,Cary,16.6,Meal/Entertain,2016-06-21,17:11:00,2016-06-21,18:02:00,1,51.0
Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,2016-06-24,10:41:00,2016-06-24,10:57:00,4,16.0
Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,2016-06-24,11:54:00,2016-06-24,12:01:00,4,7.0
Business,Cary,Raleigh,8.6,Errand/Supplies,2016-06-24,12:19:00,2016-06-24,12:37:00,4,18.0
